ID-Car,Brand,Model,Year,Price,Mileage,Color,VIN
1190,dodge,challenger,2019,2090,23143,red,  2c3cdzag1kh617105
1191,dodge,challenger,2019,2010,17340,gray,  2c3cdzag2kh616402
1192,dodge,charger,2019,2670,29749,gray,  2c3cdxct5kh527020
1193,dodge,charger,2019,2390,35248,white,  2c3cdxhg1kh567414
1194,dodge,caravan,2018,1450,40417,no_color,  2c4rdgeg6jr341288
1195,dodge,durango,2017,2300,30309,gray,  1c4rdjag5hc622178
1196,dodge,journey,2018,1500,42303,red,  3c4pddgg1jt387157
1197,dodge,journey,2018,1500,35326,white,  3c4pddgg5jt387288
1198,ford,door,2017,2850,92100,white,  1ft7w2bt6heb61418
1199,ford,door,2017,2800,99375,white,  1ft7w2bt2hee62669
1200,ford,door,2017,900,72418,gray,  3fa6p0hd4hr370379
1201,ford,doors,2015,2870,29733,ruby red metallic tinted clearcoat,  1fatp8ff4f5394347
1202,ford,door,2017,2500,119439,white,  1ft7w2bt6hec19849
1203,ford,doors,2015,1734.7,54396,black,  1fa6p8th4f5373291
1204,ford,door,2016,1380,91606,white,  1ftew1c82gkd45492
1205,ford,doors,2015,2588.8,2807,black,  1fa6p8cf2f5430053
1206,ford,fusion,2017,850,78739,black,  3fa6p0luxhr267362
1207,ford,doors,2015,2128.9,71955,gray,  1fa6p8cf7f5308496
1208,ford,doors,2015,1799.9,48472,triple yellow tri-coat,  1fa6p8th8f5304703
1209,ford,door,2012,270,98470,blue,  1fahp3f29cl226555
1210,ford,doors,2015,3097.7,28937,competition orange,  1fa6p8cf8f5308068
1211,ford,doors,2015,1379.9,83693,red,  1fa6p8am3f5330934
1212,ford,srw,2014,2050,90888,white,  1fd7x3a68eeb54072
1213,ford,drw,2012,850,216942,white,  1fdrf3ht6cea87430
1214,ford,door,2015,990,205796,white,  1ftbf2a6xfeb60033
1215,ford,srw,2019,6550,6500,black,  1ft7w2bt0kec44818
1216,ford,wagon,2018,2450,39943,white,  1fbzx2zm1jka44328
1217,ford,explorer,2020,3250,5920,silver,  1fmsk8dh2lga15480
1218,ford,fusion,2018,920,71478,blue,  3fa6p0h75jr243141
1219,ford,door,2017,1770,119520,silver,  1ftew1eg3hkc49103
1220,ford,fusion,2020,1830,10882,white,  3fa6p0d94lr133238
1221,ford,srw,2019,4350,29010,gray,  1ft7w2bt3kee55737
1222,ford,door,2016,1520,69003,white,  1fdbf2a6xgec32765
1223,ford,srw,2019,3620,16207,no_color,  1ft7w2b63kee65677
1224,ford,mustang,2018,2190,29748,red,  1fatp8uh4j5166362
1225,ford,wagon,2019,2070,25582,white,  1fbax2cm3kka61610
1226,ford,fusion,2019,1230,24520,gray,  3fa6p0cd5kr265137
1227,ford,door,2016,420,104383,blue,  3fa6p0hd5gr285811
1228,ford,transit,2019,1950,34164,white,  1ftyr2cm1kka61447
1229,ford,fusion,2020,1430,6975,silver,  3fa6p0d98lr117690
1230,ford,van,2016,1370,67150,white,  1ftye2yg5gka02732
1231,ford,door,2015,1320,100820,white,  1fm5k8d81fga01930
1232,ford,door,2014,620,142286,white,  1fmcu9g96euc38537
1233,ford,door,2015,650,60015,black,  1fa6p0g70f5119774
1234,ford,door,2013,150,126381,gray,  3fadp4fj7dm130032
1235,ford,door,2013,220,128753,black,  3fa6p0hr7dr120916
1236,ford,door,2013,420,0,no_color,  1fadp3j23dl155179
1237,ford,van,2013,870,64598,white,  1ftse3el2dda91463
1238,ford,door,2012,320,111532,black,  3fahp0ja9cr334589
1239,ford,door,2012,900,149346,black,  1ftfw1et2cfc83729
1240,ford,edge,2018,2000,43567,silver,  2fmpk4k99jbb06857
1241,ford,door,2017,3300,36004,white,  1ft7w2b62hed00227
1242,ford,f-150,2019,2330,10935,white,  1ftmf1c58kkd07954
1243,ford,van,2017,875,150484,white,  1fbax2cm1hka52638
1244,ford,door,2012,1197.5,122014,white,  1ftfw1et5cfb83382
1245,ford,transit,2019,2360,19363,white,  1ftyr1ym8kka42378
1246,ford,explorer,2016,1200,42902,black,  1fm5k7bh1ggc33135
1247,ford,f-150,2018,3090,401,red,  1ftex1ep0jkd02147
1248,ford,transit,2019,2390,11077,white,  1ftyr1zm0kka42485
1249,ford,f-150,2018,4040,34100,black,  1ftew1eg4jfb55634
1250,ford,srw,2019,3800,30018,white,  1ft7w2bt4ked42668
1251,ford,flex,2019,2700,18279,white,  2fmhk6c88kba16090
1252,ford,transit,2019,2400,7373,white,  1ftyr1zm2kka54847
1253,ford,ranger,2019,3000,2590,gray,  1fter4fh7klb13025
1254,ford,fusion,2019,1620,41662,white,  3fa6p0ru1kr120930
1255,ford,flex,2019,3000,15019,gray,  2fmhk6dt4kba19698
1256,ford,transit,2019,2390,9420,white,  1ftyr1ym4kka50820
1257,ford,taurus,2018,1380,41864,white,  1fahp2d80jg104075
1258,ford,transit,2019,2370,16829,white,  1ftyr1ym3kka51084
1259,ford,f-150,2018,2430,6290,gray,  1ftex1cp1jkf40656
1260,ford,srw,2019,5490,14393,black,  1ft8w3bt7kee15090
1261,ford,taurus,2018,2250,14599,white,  1fahp2j88jg135238
1262,ford,f-150,2018,3900,25839,gray,  1ftfw1e53jfd63829
1263,ford,escape,2018,1390,60715,gray,  1fmcu0hdxjuc12967
1264,ford,explorer,2018,2470,23350,red,  1fm5k7dh1jgb86970
1265,ford,transit,2018,2010,62386,white,  1ftyr2xm7jkb19070
1266,ford,mustang,2018,2200,6248,red,  1fa6p8th3j5135439
1267,ford,mustang,2019,3820,878,green,  1fa6p8k02k5503784
1268,ford,transit,2018,2440,49710,white,  1ftyr2xm4jka56820
1269,ford,mustang,2018,3500,2042,blue,  1fa6p8cf9j5131958
1270,ford,flex,2019,1860,7742,white,  2fmhk6d87kba29234
1271,ford,transit,2018,2270,39733,white,  1ftyr3xm6jkb03481
1272,ford,f-150,2018,3800,33701,black,  1ftfw1e51jfa37950
1273,ford,door,2014,1700,67542,red,  1ftmf1ctxefa36472
1274,ford,escape,2017,1750,35095,gray,  1fmcu9jd6huc93491
1275,ford,f-150,2019,2320,8652,white,  1ftmf1c50kkd60101
1276,ford,explorer,2017,3070,51107,red,  1fm5k8ht2hgd13448
1277,ford,transit,2019,2350,14987,white,  1ftyr1zm1kka42642
1278,ford,edge,2017,2640,28252,blue,  2fmpk4ap7hbc41894
1279,ford,transit,2019,2350,16009,white,  1ftyr1zm8kka55050
1280,ford,door,2017,3800,47866,white,  1ftew1eg0hfa43326
1281,ford,transit,2019,2360,11004,white,  1ftyr1zm3kka71267
1282,ford,edge,2017,1930,42895,gray,  2fmpk4j9xhbb41421
1283,ford,f-150,2019,2320,9490,white,  1ftmf1c58kkd60105
1284,ford,door,2017,1380,39027,no_color,  1fmcu0gd5huc74384
1285,ford,transit,2019,2360,13466,white,  1ftyr1ym9kka55673
1286,ford,f-150,2019,2320,8737,white,  1ftmf1c53kkd60111
1287,ford,door,2017,4000,23960,red,  1ftew1eg2hfb38793
1288,ford,f-150,2019,2340,5562,white,  1ftmf1c5xkkd39112
1289,ford,transit,2019,2360,13763,white,  1ftyr1zm1kka55052
1290,ford,f-150,2019,2300,10444,white,  1ftmf1c51kkd08329
1291,ford,door,2017,2550,41696,black,  1ftew1ep8hfb07225
1292,ford,transit,2019,2350,15787,white,  1ftyr1zm1kka56203
1293,ford,door,2017,2990,9167,white,  1ftew1ef5hkd84963
1294,ford,transit,2019,2320,17541,white,  1ftyr1ym0kka55674
1295,ford,f-150,2017,5050,24686,silver,  1ftfw1rg4hfc12326
1296,ford,transit,2019,2340,15210,white,  1ftyr1ym7kka55672
1297,ford,transit,2017,2450,54601,white,  1ftyr2cv1hka17899
1298,ford,mustang,2017,4900,2205,black,  1fa6p8jz8h5523692
1299,ford,transit,2017,2540,35691,white,  1ftyr2cv3hkb52320
1300,ford,flex,2017,2300,32788,silver,  2fmhk6c8xhba10655
1301,ford,door,2012,600,180471,gray,  1ftfw1ef2ckd08095
1302,ford,edge,2016,2240,42925,black,  2fmpk4k80gbc01288
1303,ford,edge,2016,2250,37385,black,  2fmpk4k82gbc46880
1304,ford,edge,2019,2520,15415,gray,  2fmpk4k95kbc23479
1305,ford,door,2016,3600,20047,white,  1ftew1eg5gfc13646
1306,ford,edge,2019,2670,16884,black,  2fmpk4k90kbc02488
1307,ford,door,2016,3050,57936,gray,  1ftew1eg9gkd71799
1308,ford,edge,2019,2670,15244,black,  2fmpk4k91kbc22474
1309,ford,edge,2019,2500,19842,gray,  2fmpk4k92kbc02945
1310,ford,door,2016,3520,38830,white,  1ftew1ef9gfb09068
1311,ford,f-150,2019,3030,31899,white,  1ftew1e54kfb20317
1312,ford,door,2016,2500,69305,no_color,  1ftfw1ef5gfc20298
1313,ford,door,2016,2650,46098,red,  1ftfw1eg5gkf22898
1314,ford,mustang,2019,2160,29457,gray,  1fatp8uh6k5153386
1315,ford,edge,2016,1880,30765,no_color,  2fmpk4j99gbc10713
1316,ford,mustang,2019,2150,29096,red,  1fatp8uh3k5162367
1317,ford,door,2016,900,40437,no_color,  1fadp3f29gl296335
1318,ford,cutaway,2015,1670,69004,white,  1fdwe4fl3fda32622
1319,ford,cutaway,2015,1680,65179,white,  1fdwe4fl2fda28433
1320,ford,cutaway,2015,1570,75862,white,  1fdwe4fl1fda28424
1321,ford,cutaway,2015,1680,68319,white,  1fdwe4fl3fda32619
1322,ford,door,2015,1950,80354,gray,  1fm5k8gt1fgb88036
1323,ford,door,2015,2050,51441,black,  1fm5k8f89fga62388
1324,ford,cutaway,2015,1740,70954,white,  1fdwe4fl5fda28412
1325,ford,door,2014,1750,92500,red,  1ftfx1ef9efc44937
1326,ford,door,2014,2600,66367,silver,  1ftfw1et3efb08800
1327,ford,f-150,2019,5670,13884,white,  1ftew1eg0kfa74454
1328,ford,door,2013,500,202565,no_color,  1fmcu9gx0duc48476
1329,ford,f-150,2019,4020,26484,no_color,  1ftew1e41kkc07168
1330,ford,door,2013,5400,703,red,  1zvbp8jz3d5271544
1331,ford,max,2019,6520,18138,white,  1fmjk2at0kea08300
1332,ford,srw,2017,3250,28007,white,  1ft8w3b63hec69791
1333,ford,transit,2019,2550,11251,white,  1ftyr1zm2kka42617
1334,ford,srw,2019,6300,11640,no_color,  1ft7w2bt7ked44785
1335,ford,srw,2019,4400,10763,white,  1ft7w2bt2ked42670
1336,ford,drw,2019,7000,9643,no_color,  1ft8w3dt3kee48276
1337,ford,srw,2019,5620,33930,gray,  1ft7w2bt6kee88988
1338,ford,srw,2019,3500,26451,white,  1ft7w2b64kec00217
1339,ford,srw,2019,5770,21101,red,  1ft7w2bt6kee59894
1340,ford,drw,2019,7400,10536,no_color,  1ft8w4dt6ked32656
1341,ford,srw,2019,6020,31744,white,  1ft7w2bt6ked11132
1342,ford,srw,2018,6000,18062,black,  1ft7w2btxjeb54932
1343,ford,srw,2018,6300,17942,black,  1ft7w2bt3jec31754
1344,ford,door,2014,2250,43646,black,  1ftfw1ef6efa39398
1345,ford,energi,2014,830,71989,gray,  3fa6p0pu0er246171
1346,ford,door,2012,830,138328,white,  1fmhk8d89cga65125
1347,ford,door,2013,2100,95386,brown,  1ftfw1et9dke64965
1348,ford,fusion,2019,1930,23740,black,  3fa6p0ru2kr260565
1349,ford,fusion,2019,1640,36064,gray,  3fa6p0cd1kr118278
1350,ford,f-150,2019,2730,18805,gray,  1ftew1c4xkfc10243
1351,ford,cab,2012,2640,151035,white,  1fduf5gt0ceb55163
1352,ford,mustang,2019,3510,10099,red,  1fatp8ff1k5110151
1353,ford,f-150,2018,4150,9800,black,  1ftew1e56jfa97539
1354,ford,mustang,2019,3410,10483,white,  1fatp8ff5k5106670
1355,ford,f-150,2019,2860,17544,no_color,  1ftew1c46kkc52450
1356,ford,mustang,2019,3410,10167,red,  1fatp8ff0k5119522
1357,ford,ranger,2019,2870,11457,gray,  1fter4eh5kla17864
1358,ford,edge,2019,2470,26590,no_color,  2fmpk3k90kbb54470
1359,ford,expedition,2019,4650,35346,black,  1fmju1kt7kea38431
1360,ford,f-150,2019,2900,12953,black,  1ftew1c59kkc39782
1361,ford,edge,2019,2550,26693,silver,  2fmpk3k91kbb62934
1362,ford,f-150,2019,3950,25071,yellow,  1ftew1e51kkc05297
1363,ford,f-150,2019,3310,33538,yellow,  1ftew1c54kkc38135
1364,ford,f-150,2019,3050,9915,gray,  1ftew1e4xkfb37968
1365,ford,fiesta,2018,360,1,silver,  3fadp4ej1jm128239
1366,ford,fusion,2019,1680,9910,red,  3fa6p0hdxkr114772
1367,ford,f-150,2019,2400,16765,gray,  1ftew1cp5kkc11026
1368,ford,expedition,2019,5850,4970,gray,  1fmju2at7kea02696
1369,ford,door,2017,5500,43964,black,  1ft8w3dt8hed50014
1370,ford,f-150,2019,2880,40785,silver,  1ftew1e49kkc40340
1371,ford,door,2015,2680,108998,white,  1ft8w3bt4fec75439
1372,ford,max,2018,3600,58576,gray,  1fmjk1jt1jea23803
1373,ford,wagon,2018,2000,55475,white,  1fbzx2zm6jka97476
1374,ford,drw,2019,4670,35929,black,  1ft8w3dt6kef15629
1375,ford,srw,2019,4280,21669,silver,  1ft7w2btxkee45528
1376,ford,mustang,2018,2180,16079,no_color,  1fa6p8th0j5176725
1377,ford,mustang,2018,1880,41147,white,  1fa6p8th1j5133883
1378,ford,flex,2018,1880,45798,black,  2fmgk5d88jba13550
1379,ford,f-150,2018,3020,21703,red,  1ftew1cp2jkd08540
1380,ford,explorer,2018,2750,22284,black,  1fm5k8d89jgb59845
1381,ford,transit,2018,3750,24567,white,  1ftbw3xgxjkb24777
1382,ford,mustang,2018,1910,30594,silver,  1fatp8uh2j5109805
1383,ford,flex,2018,1710,52747,white,  2fmgk5d81jba01059
1384,ford,escape,2018,1350,21592,silver,  1fmcu0gd7jud41377
1385,ford,srw,2018,5450,19853,blue,  1ft7w2bt8jec80853
1386,ford,fiesta,2018,900,25201,gray,  3fadp4ej7jm111509
1387,ford,f-150,2020,1640,10351,black,  1ftew1e57lfa24246
1388,ford,fusion,2020,1700,1117,gray,  3fa6p0d98lr194138
1389,ford,door,2017,2480,37279,gold,  1ftew1ep0hfb00592
1390,ford,door,2017,2680,30113,red,  1ftew1ep9hfc23372
1391,ford,door,2017,1940,27570,white,  3fa6p0k9xhr201097
1392,ford,flex,2017,2000,45188,silver,  2fmgk5c83hba04539
1393,ford,door,2012,700,149712,silver,  1ftfw1cf5cfa60758
1394,ford,explorer,2017,2510,25030,gold,  1fm5k7d84hgd56068
1395,ford,door,2013,200,105743,gray,  3fa6p0h70dr346858
1396,ford,fusion,2020,1820,9861,black,  3fa6p0k98lr118096
1397,ford,fusion,2018,1420,1751,red,  3fa6p0h76jr175058
1398,ford,door,2017,5650,30629,red,  1ft7w2bt3hec44885
1399,ford,door,2016,200,52883,gray,  3fa6p0h7xgr182944
1400,ford,van,2020,2650,122,white,  1ftbr1c86lka43630
1401,ford,srw,2019,3430,28534,white,  1ft7w2btxkee87763
1402,ford,f-150,2017,4350,80699,black,  1ftfw1rg4hfa86887
1403,ford,door,2016,350,72851,white,  1fa6p0hd4g5100361
1404,ford,srw,2019,3720,24078,white,  1ft7w2bt9kef54157
1405,ford,door,2017,1280,38639,orange,  1fmcu0gd4huc28156
1406,ford,door,2013,1500,146807,silver,  1ft7w2bt9deb86453
1407,ford,door,2017,1250,31871,silver,  1fmcu0gd1hua50769
1408,ford,f-150,2017,2150,76876,gray,  1ftew1cp1hfa12279
1409,ford,fusion,2019,1730,28070,white,  3fa6p0cdxkr116450
1410,ford,explorer,2017,2700,3189,silver,  1fm5k7dh4hga93774
1411,ford,el,2017,3180,28359,white,  1fmjk1kt6hea45630
1412,ford,door,2017,1300,42890,gray,  1fmcu0gd4huc28111
1413,ford,el,2017,3180,29328,silver,  1fmjk1ktxhea45632
1414,ford,door,2016,4630,47531,black,  1ft7w2bt1ged12535
1415,ford,door,2015,600,57345,gray,  1fa6p0h72f5106961
1416,ford,door,2016,2280,67546,silver,  1ftew1cg4gke05649
1417,ford,expedition,2019,4500,18153,white,  1fmju2at2kea46511
1418,ford,expedition,2019,4950,17689,black,  1fmju2at0kea25415
1419,ford,van,2012,300,137171,white,  nm0ls7bn3ct082251
1420,ford,door,2015,2000,63445,gray,  1ftew1cp9fkd25357
1421,ford,edge,2019,2530,26422,black,  2fmpk4k98kbc02352
1422,ford,door,2015,400,149319,white,  1fdrf3g6xfec28306
1423,ford,expedition,2019,4550,18767,gray,  1fmju2at5kea33705
1424,ford,fiesta,2018,910,38289,silver,  3fadp4ej7jm133008
1425,ford,expedition,2019,4800,22960,black,  1fmju2at2kea52910
1426,ford,max,2019,4700,17263,blue,  1fmjk2at0kea52913
1427,ford,expedition,2019,4950,16981,black,  1fmju2atxkea46594
1428,ford,wagon,2019,3120,13058,black,  1fbax2cm9kka31236
1429,ford,door,2014,1850,45887,white,  1zvbp8cf8e5321701
1430,ford,escape,2019,1550,21740,silver,  1fmcu0gdxkub10166
1431,ford,wagon,2019,3050,17707,black,  1fbzx2ym9kka49036
1432,ford,max,2019,4550,19121,silver,  1fmjk2at7kea45361
1433,ford,wagon,2019,3150,18856,black,  1fbax2cm3kka31250
1434,ford,door,2013,1100,84752,white,  1fm5k8d8xdgb17544
1435,ford,max,2019,4650,19555,white,  1fmjk2at1kea40415
1436,ford,wagon,2019,3150,16340,black,  1fbax2cm3kka37047
1437,ford,f-150,2018,3200,17242,white,  1ftew1eg8jfd74483
1438,ford,edge,2019,2390,28733,black,  2fmpk4k97kbb81428
1439,ford,wagon,2019,3150,16019,black,  1fbax2cm1kka31246
1440,ford,taurus,2016,1850,75580,black,  1fahp2kt0gg121703
1441,ford,door,2013,150,113444,white,  1fadp3e26dl161150
1442,ford,max,2019,4600,19227,white,  1fmjk2at8kea45286
1443,ford,wagon,2019,3150,13633,black,  1fbax2cm4kka31239
1444,ford,van,2015,1470,37739,white,  1ftne1zmxfka31885
1445,ford,door,2013,270,103541,green,  1fm5k8d80dgc79389
1446,ford,expedition,2019,4750,24072,blue,  1fmju2at2kea33712
1447,ford,wagon,2019,3150,17657,black,  1fbax2cm1kka37046
1448,ford,door,2014,890,77392,red,  1fmcu9gx5eua01844
1449,ford,door,2019,700,11930,white,  1ftyr1zm3kkb00458
1450,ford,expedition,2019,4900,19731,red,  1fmju2at7kea46505
1451,ford,wagon,2019,3150,15581,black,  1fbax2cm0kka37040
1452,ford,door,2014,890,70181,black,  1fmcu9gx7eue04899
1453,ford,max,2019,4800,16143,black,  1fmjk2at1kea46571
1454,ford,max,2019,5000,17995,black,  1fmjk2at3kea46569
1455,ford,max,2019,4730,23926,black,  1fmjk2at3kea19064
1456,ford,f-150,2017,4500,57929,black,  1ftfw1rg3hfa94897
1457,ford,max,2019,4900,20758,silver,  1fmjk2at5kea39283
1458,ford,f-150,2019,4020,10028,gray,  1ftew1e45kfc11202
1459,ford,max,2019,4800,21051,black,  1fmjk2at1kea46568
1460,ford,door,2015,500,136307,silver,  1fa6p0h76f5128221
1461,ford,bus,2013,820,105880,silver,  1fbne3bl5dda27813
1462,ford,max,2019,4900,19985,white,  1fmjk2at1kea45369
1463,ford,door,2015,400,102590,gray,  1fa6p0h78f5126079
1464,ford,expedition,2019,3900,27612,silver,  1fmju1jtxkea33631
1465,ford,door,2015,2900,90855,white,  1ft7w2btxfeb19752
1466,ford,max,2019,4650,19936,silver,  1fmjk2atxkea46536
1467,ford,door,2015,780.5,64495,gray,  1fa6p0h74f5125348
1468,ford,mustang,2018,2200,39477,gray,  1fatp8ff8j5181457
1469,ford,max,2019,1880,25698,black,  1fmjk1kt8kea43272
1470,ford,door,2015,3300,73849,blue,  1ft7w2bt0fea55852
1471,ford,expedition,2019,3950,25422,black,  1fmju1jt3kea33633
1472,ford,door,2015,1690,47866,black,  1fa6p8cf0f5385064
1473,ford,max,2019,4250,31236,white,  1fmjk1jt9kea20200
1474,ford,expedition,2019,3950,26755,gray,  1fmju1jt2kea46499
1475,ford,f-150,2018,2550,49177,blue,  1ftew1epxjfa22456
1476,ford,max,2019,4950,20749,white,  1fmjk2at7kea40404
1477,ford,f-150,2018,2500,15003,white,  1ftew1eg8jfd05390
1478,ford,f-150,2019,4000,12247,black,  1ftfw1e53kfb70422
1479,ford,f-150,2018,2600,1,black,  1ftfw1e5xjke09941
1480,ford,f-150,2019,2950,10808,silver,  1ftew1e57kfc13266
1481,ford,f-150,2019,2300,11263,white,  1ftmf1c55kkd38708
1482,ford,f-150,2018,2550,42307,black,  1ftew1ep8jfb14732
1483,ford,f-150,2019,4450,17484,gray,  1ftew1e40kfc09714
1484,ford,escape,2019,1560,37106,blue,  1fmcu0gd5kua05504
1485,ford,f-150,2019,2310,9539,white,  1ftmf1c57kkd08125
1486,ford,f-150,2019,3700,2384,gray,  1ftew1epxkfa83324
1487,ford,fusion,2019,1450,20590,gray,  3fa6p0hd8kr114141
1488,ford,f-150,2019,2300,13896,white,  1ftmf1c51kkd38706
1489,ford,f-150,2019,2650,9451,gray,  1ftfw1e43kfb70539
1490,ford,fusion,2017,1800,31657,red,  3fa6p0vp2hr189117
1491,ford,expedition,2019,3570,33907,brown,  1fmju1jt7kea29391
1492,ford,f-150,2019,3100,10028,black,  1ftfw1e57kfa45438
1493,ford,door,2013,200,175640,no_color,  3fa6p0h72dr150212
1494,ford,max,2019,4040,30770,white,  1fmjk1jt6kea37259
1495,ford,f-150,2019,4360,15141,black,  1ftew1e40kfa83015
1496,ford,f-150,2019,2260,18431,white,  1ftmf1c5xkkc79168
1497,ford,f-150,2019,2600,9604,white,  1ftfw1e45kfb85334
1498,ford,f-150,2019,2320,9516,white,  1ftmf1c5xkkd39210
1499,ford,f-150,2019,2900,9718,silver,  1ftew1e45kfa45361
1500,ford,f-150,2019,2280,16506,white,  1ftmf1c58kkc79170
1501,ford,door,2015,345,192108,white,  1fmcu9gx5fuc13614
1502,ford,f-150,2019,3100,11028,white,  1ftfw1e55kfa45440
1503,ford,f-150,2019,2290,11313,white,  1ftmf1c59kkd08126
1504,ford,door,2014,300,141595,red,  3fa6p0lu4er381093
1505,ford,f-150,2019,2800,12886,silver,  1ftew1e50kfc34279
1506,ford,f-150,2019,2320,9556,white,  1ftmf1c53kkc79173
1507,ford,f-150,2019,2700,13269,blue,  1ftew1epxkkd77667
1508,ford,f-150,2019,2280,16770,white,  1ftmf1c55kkd08124
1509,ford,f-150,2019,3150,13526,red,  1ftfw1e55kfc66570
1510,ford,transit,2019,2340,16391,white,  1ftyr1zm9kka54926
1511,ford,f-150,2019,2800,11437,white,  1ftew1e57kfb37614
1512,ford,transit,2019,2340,17964,white,  1ftyr1ym9kka56662
1513,ford,f-150,2018,2800,5440,blue,  1ftew1cp8jfd42703
1514,ford,f-150,2019,2490,13035,white,  1ftfw1e48kkd08888
1515,ford,transit,2019,2350,15759,white,  1ftyr1ym0kka56663
1516,ford,f-150,2018,3600,30002,gray,  1ftfw1e19jfd95844
1517,ford,f-150,2019,2870,13673,white,  1ftfw1e44kfa45372
1518,ford,fusion,2018,1600,24480,silver,  3fa6p0k95jr156818
1519,ford,f-150,2019,3100,13230,white,  1ftfw1e59kfa45439
1520,ford,f-150,2017,1650,137789,white,  1ftfw1eg0hkd21010
1521,ford,f-150,2019,2850,13516,white,  1ftfw1e52kfb51070
1522,ford,escape,2017,1080,81660,black,  1fmcu9gd5huc55340
1523,ford,f-150,2019,2850,11763,white,  1ftew1ep6kfb50971
1524,ford,explorer,2017,2500,34165,gold,  1fm5k8fh3hgb01057
1525,ford,f-150,2019,3100,13458,white,  1ftfw1e47kfa45446
1526,ford,door,2016,780,104867,black,  3fa6p0lu9gr318607
1527,ford,f-150,2019,2850,14004,white,  1ftfw1e56kfc13215
1528,ford,door,2016,950,69829,silver,  3fa6p0h79gr262879
1529,ford,f-150,2019,2850,13405,silver,  1ftew1ep5kfb96789
1530,ford,door,2016,1450,96151,black,  1fm5k7d82gga11295
1531,ford,f-150,2019,2500,12688,black,  1ftfw1e40kkc25486
1532,ford,door,2016,1450,116519,white,  1ft7x2b61geb56195
1533,ford,f-150,2019,2850,12260,white,  1ftfw1e50kfc13209
1534,ford,door,2016,1210,29367,silver,  3fa6p0h76gr145938
1535,ford,f-150,2019,2940,18982,white,  1ftfw1e48kfa45374
1536,ford,f-150,2019,2470,23795,silver,  1ftew1c42kkd75453
1537,ford,door,2016,870,76572,gray,  3fa6p0h76gr269546
1538,ford,f-150,2019,2950,15964,white,  1ftfw1e44kkc25474
1539,ford,f-150,2019,2580,28117,silver,  1ftew1e50kkc39540
1540,ford,door,2016,1750,116730,blue,  1ftfw1eg9gke06958
1541,ford,f-150,2019,2390,21055,brown,  1ftew1e50kfb83107
1542,ford,f-150,2019,2290,27794,black,  1ftew1c55kkc38466
1543,ford,edge,2016,1950,56995,black,  2fmpk4ap5gbb89860
1544,ford,f-150,2019,2950,16625,gray,  1ftew1e59kfa00593
1545,ford,f-150,2019,2450,27689,gray,  1ftew1c46kkd75553
1546,ford,door,2016,1100,39851,black,  3fa6p0lu5gr235305
1547,ford,f-150,2019,2240,31727,black,  1ftew1c52kfa64476
1548,ford,escape,2019,1570,31586,gray,  1fmcu9gd7kub30198
1549,ford,door,2015,1100,33717,black,  3fa6p0h75fr306648
1550,ford,f-150,2019,2800,18418,black,  1ftew1e42kfc10086
1551,ford,fusion,2019,1350,39013,black,  3fa6p0cd6kr140082
1552,ford,f-150,2013,730,125451,white,  1ftnf1et8dkf99625
1553,ford,f-150,2019,2510,21346,black,  1ftew1c59kfb19764
1554,ford,transit,2019,2410,21150,white,  1ftyr2cm0kkb25249
1555,ford,f-150,2014,650,103862,white,  1ftnf1et8ekg10382
1556,ford,f-150,2019,1050,22001,red,  1ftew1c47kfc12080
1557,ford,fusion,2019,1690,31261,gray,  3fa6p0d93kr124089
1558,ford,door,2013,600,140870,white,  1ftbf2b66dea35574
1559,ford,f-150,2019,2850,14358,white,  1ftfw1e57kfc13238
1560,ford,fusion,2019,1620,41672,silver,  3fa6p0d9xkr105006
1561,ford,f-150,2013,650,95655,white,  1ftnf1et8dkd91793
1562,ford,flex,2019,2450,19493,gray,  2fmhk6d81kba19766
1563,ford,fusion,2019,1650,36956,black,  3fa6p0d91kr118405
1564,ford,door,2017,5650,23223,gold,  1ft7w2bt8hed83183
1565,ford,fusion,2019,1040,13085,gray,  3fa6p0t90kr253764
1566,ford,explorer,2018,2280,36124,silver,  1fm5k8d87jgc15281
1567,ford,flex,2019,2650,19147,white,  2fmhk6dt5kba15871
1568,ford,flex,2019,2380,24993,red,  2fmhk6c82kba19874
1569,ford,f-150,2018,2470,41127,white,  1ftew1e56jkd36112
1570,ford,fusion,2019,1240,32365,black,  3fa6p0lu3kr185724
1571,ford,fusion,2019,1660,27774,white,  3fa6p0ru3kr180188
1572,ford,door,2015,1120,105027,blue,  1ftex1cp8fke04211
1573,ford,fusion,2019,1590,27806,silver,  3fa6p0k96kr261093
1574,ford,door,2015,770,54198,blue,  3fa6p0h77fr138558
1575,ford,fusion,2019,1510,30181,white,  3fa6p0mu3kr180747
1576,ford,door,2013,720,82670,black,  1fmcu9h94dua07603
1577,ford,fusion,2019,1560,36305,gold,  3fa6p0ruxkr116813
1578,ford,srw,2019,3970,10475,white,  1ft7w2bt8kee90712
1579,ford,fusion,2019,1600,34734,gray,  3fa6p0ru7kr138767
1580,ford,door,2012,750,186713,black,  1ftfw1cf6cfb56754
1581,ford,srw,2017,1550,132150,white,  1ft7x2b69hec16645
1582,ford,taurus,2019,1900,12928,gray,  1fahp2j84kg115859
1583,ford,door,2015,550,116539,silver,  1fmcu0gx1fub82812
1584,ford,drw,2018,3870,59549,white,  1fd8w3ht1jeb13182
1585,ford,taurus,2019,2100,12174,red,  1fahp2j81kg116841
1586,ford,door,2016,2850,96129,white,  1ft8w3dt6ged23165
